subject_uri;property_uri;"""object_uri""";label;import_metadata
"http://dbpedia.org/resource/Alain_Gheerbrant,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/Saint-Jean_de_Passy"",""20220121_1""";;;;
"http://dbpedia.org/resource/Alexander_Gordon_Laing,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/University_of_Edinburgh"",""20220121_1""";;;;
"http://dbpedia.org/resource/Alexandre_de_Serpa_Pinto,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/Colégio_Militar"",""20220121_1""";;;;
"http://dbpedia.org/resource/Frederick_Lugard,_1st_Baron_Lugard,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/Royal_Military_College,_Sandhurst"",""20220121_1""";;;;
"http://dbpedia.org/resource/Wilfred_Thesiger,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/Magdalen_College,_Oxford"",""20220121_1""";;;;
"http://dbpedia.org/resource/William_A._Chanler,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/Harvard_University"",""20220121_1""";;;;
"http://dbpedia.org/resource/Kenyon_Painter,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/Yale_University"",""20220121_1""";;;;
"http://dbpedia.org/resource/Luigi_Robecchi_Bricchetti,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/Karlsruhe_Institute_of_Technology"",""20220121_1""";;;;
"http://dbpedia.org/resource/Emil_Holub,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/Prague_University"",""20220121_1""";;;;
"http://dbpedia.org/resource/Emil_Holub,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/Charles_University"",""20220121_1""";;;;
"http://dbpedia.org/resource/Marie-Théophile_Griffon_du_Bellay,""http://dbpedia.org/ontology/EducationalInstitution"",""Université de Montpellier: Faculté de médecine de Montpellier"",""20220121_1""";;;;
"http://dbpedia.org/resource/Marie-Théophile_Griffon_du_Bellay,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/University_of_Montpellier"",""20220121_1""";;;;
"http://dbpedia.org/resource/Mungo_Park_(explorer),""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/University_of_Edinburgh"",""20220121_1""";;;;
"http://dbpedia.org/resource/Richard_Francis_Burton,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/Trinity_College,_Oxford"",""20220121_1""";;;;
"http://dbpedia.org/resource/Edmund_Musgrave_Barttelot,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/Royal_Military_College,_Sandhurst"",""20220121_1""";;;;
"http://dbpedia.org/resource/Eduard_Rüppell,""http://dbpedia.org/ontology/EducationalInstitution"",""http://dbpedia.org/resource/University_of_Pavia"",""20220121_1""";;;;
